,Car_Name,Brand,Model,Year,Variant,Fuel_Type,Kms_Driven,City,Price,Test_Drive_Availability
0,Jaguar XE Portfolio Diesel,Jaguar,XE,2017,Portfolio Diesel,Diesel,72062,"Banjara Hills Hyderabad,",2400000,Home Test Drive
1,BMW i7 xDrive60,BMW,i7,2023,xDrive60,Electric,5000,"Jubilee Hills, Hyderabad",17300000,Home Test Drive
2,Nissan Kicks XV Premium,Nissan,Kicks,2020,XV Premium,Petrol,32409,"Madhapur, Hyderabad",889000,Home Test Drive
3,Mercedes-Benz GLC 220 d,Mercedes-Benz,GLC,2018,220 d,Diesel,126500,"Attapur, Hyderabad",2750000,Home Test Drive
4,Hyundai Venue S (O),Hyundai,Venue,2023,S (O),Petrol,5000,"Begumpet, Hyderabad",1120000,Home Test Drive
5,Toyota Innova Crysta 2.4,Toyota,Innova,2019,Crysta 2.4,Diesel,132823,"Madhapur, Hyderabad",1750000,Home Test Drive
6,Ford EcoSport Titanium 1.5L,Ford,EcoSport,2018,Titanium 1.5L,Diesel,87472,L.B. Nagar Main,725000,Home Test Drive
7,Hyundai Alcazar Prestige (O),Hyundai,Alcazar,2022,Prestige (O),Diesel,35872,"Banjara Hills Hyderabad,",1850000,Home Test Drive
8,Volkswagen Polo Trendline 1.0L,Volkswagen,Polo,2021,Trendline 1.0L,Petrol,46275,"Nagarjuna Hills, Hyderabad",630000,Home Test Drive
9,Maruti Suzuki Baleno Delta,Maruti,Suzuki,2018,Baleno Delta,Petrol,40528,"Uppal, Hyderabad",635000,Home Test Drive
10,Tata Nexon XZA Plus,Tata,Nexon,2020,XZA Plus,Petrol,29222,"Madhapur, Hyderabad",1100000,Just Arrived
11,Toyota Innova Crysta 2.4,Toyota,Innova,2021,Crysta 2.4,Diesel,75708,"Madhapur, Hyderabad",2450000,Home Test Drive
12,Hyundai Verna SX (O),Hyundai,Verna,2018,SX (O),Petrol,76678,"Nagarjuna Hills, Hyderabad",870000,Home Test Drive
13,Mahindra Thar LX Hard,Mahindra,Thar,2022,LX Hard,Diesel,47585,"Madhapur, Hyderabad",1600000,Home Test Drive
14,Mahindra Thar LX Hard,Mahindra,Thar,2022,LX Hard,Diesel,19465,"Madhapur, Hyderabad",1650000,Home Test Drive
15,Toyota Innova Crysta 2.4,Toyota,Innova,2022,Crysta 2.4,Diesel,38900,"Attapur, Hyderabad",2575000,Quality Report
16,Toyota Innova Crysta ZX,Toyota,Innova,2022,Crysta ZX,Diesel,41000,"Attapur, Hyderabad",3300000,Home Test Drive
17,Toyota Innova Crysta 2.4,Toyota,Innova,2021,Crysta 2.4,Diesel,46800,"Attapur, Hyderabad",2650000,Home Test Drive
18,Mahindra Thar LX Hard,Mahindra,Thar,2021,LX Hard,Petrol,22000,"Madhapur, Hyderabad",1450000,Home Test Drive
19,Mahindra Thar LX Convertible,Mahindra,Thar,2021,LX Convertible,Diesel,19500,"Madhapur, Hyderabad",1450000,Home Test Drive
20,Hyundai Creta SX 1.5,Hyundai,Creta,2024,SX 1.5,Petrol,21195,"Shaikpet, Hyderabad",1580000,Home Test Drive
21,Ford EcoSport Titanium 1.5L,Ford,EcoSport,2020,Titanium 1.5L,Diesel,86715,"Nagarjuna Hills, Hyderabad",800000,Home Test Drive
22,Maruti Suzuki Celerio ZXi,Maruti,Suzuki,2022,Celerio ZXi,Petrol,8356,"Uppal, Hyderabad",650000,Home Test Drive
23,Nissan Micra XV CVT,Nissan,Micra,2015,XV CVT,Petrol,18689,"Madhapur, Hyderabad",440000,Home Test Drive
24,Hyundai Verna Fluidic 1.6,Hyundai,Verna,2015,Fluidic 1.6,Petrol,85479,"Uppal, Hyderabad",550000,Home Test Drive
25,MG Gloster Savvy 6,MG,Gloster,2020,Savvy 6,Diesel,103851,"Nagarjuna Hills, Hyderabad",2499999,Home Test Drive
26,Maruti Suzuki Baleno Zeta,Maruti,Suzuki,2023,Baleno Zeta,Petrol,50298,"Uppal, Hyderabad",835000,Home Test Drive
27,Maruti Suzuki Vitara Brezza,Maruti,Suzuki,2020,Vitara Brezza,Diesel,74574,"Uppal, Hyderabad",945000,Home Test Drive
28,MG Gloster Savvy 6,MG,Gloster,2020,Savvy 6,Diesel,87116,"Nagarjuna Hills, Hyderabad",2650000,Home Test Drive
29,Hyundai i10 Magna,Hyundai,i10,2012,Magna,Petrol,53984,"Bellavista, Hyderabad",274000,Home Test Drive
30,Hyundai i10 Era 1.1,Hyundai,i10,2011,Era 1.1,Petrol,13251,"Bellavista, Hyderabad",255000,Home Test Drive
31,Renault Duster RXS Petrol,Renault,Duster,2019,RXS Petrol,Petrol,70844,"L B Nagar,",678000,Home Test Drive
32,MG Gloster Savvy 6,MG,Gloster,2020,Savvy 6,Diesel,87116,"Nagarjuna Hills, Hyderabad",2650000,Home Test Drive
33,Hyundai i10 Era 1.1,Hyundai,i10,2011,Era 1.1,Petrol,13251,"Bellavista, Hyderabad",255000,Home Test Drive
34,Honda Mobilio RS(O) Diesel,Honda,Mobilio,2016,RS(O) Diesel,Diesel,134181,"Nagarjuna Hills, Hyderabad",460000,Home Test Drive
35,Volkswagen Vento Highline Diesel,Volkswagen,Vento,2016,Highline Diesel,Diesel,80365,"Uppal, Hyderabad",600000,Home Test Drive
36,Maruti Suzuki Celerio ZXi,Maruti,Suzuki,2015,Celerio ZXi,Petrol,94084,"Nagarjuna Hills, Hyderabad",300000,Home Test Drive
37,Nissan Micra Active XV,Nissan,Micra,2016,Active XV,Petrol,38916,"Nagarjuna Hills, Hyderabad",450000,Home Test Drive
38,Maruti Suzuki Baleno Alpha,Maruti,Suzuki,2022,Baleno Alpha,Petrol,28700,"Nagarjuna Hills, Hyderabad",800000,Home Test Drive
39,Renault Duster RXS Petrol,Renault,Duster,2019,RXS Petrol,Petrol,70844,"L B Nagar,",678000,Home Test Drive
40,MG ZS EV Exclusive,MG,ZS,2020,EV Exclusive,Electric,108986,"Nagarjuna Hills, Hyderabad",999999,Home Test Drive
41,MG Hector Sharp 1.5,MG,Hector,2022,Sharp 1.5,Petrol,43925,"Nagarjuna Hills, Hyderabad",1500000,Home Test Drive
42,MG Hector Sharp 2.0,MG,Hector,2020,Sharp 2.0,Diesel,72249,"Nagarjuna Hills, Hyderabad",1250000,Home Test Drive
43,MG Hector Sharp 1.5,MG,Hector,2021,Sharp 1.5,Petrol,42939,"Nagarjuna Hills, Hyderabad",1400000,Home Test Drive
44,MG Astor Savvy 1.5,MG,Astor,2023,Savvy 1.5,Petrol,37922,"Nagarjuna Hills, Hyderabad",1399999,Home Test Drive
45,MG Hector Sharp 2.0,MG,Hector,2021,Sharp 2.0,Diesel,132251,"Nagarjuna Hills, Hyderabad",1100000,Home Test Drive
46,MG Hector Plus Sharp,MG,Hector,2020,Plus Sharp,Diesel,80372,"Nagarjuna Hills, Hyderabad",1350000,Home Test Drive
47,MG Hector Plus Sharp,MG,Hector,2023,Plus Sharp,Diesel,35184,"Nagarjuna Hills, Hyderabad",1770000,Home Test Drive
48,Tata Tiago Revotron XZA,Tata,Tiago,2019,Revotron XZA,Petrol,43133,"Hankimpet, Hyderabad",477000,Home Test Drive
49,MG Hector Plus Sharp,MG,Hector,2021,Plus Sharp,Petrol,64908,"Nagarjuna Hills, Hyderabad",1400000,Home Test Drive
50,MG Astor Sharp 1.5,MG,Astor,2022,Sharp 1.5,Petrol,34129,"Nagarjuna Hills, Hyderabad",1230000,Home Test Drive
51,MG Hector Sharp Hybrid,MG,Hector,2020,Sharp Hybrid,Hybrid,69150,"Nagarjuna Hills, Hyderabad",1200000,Home Test Drive
52,MG Hector Sharp 1.5,MG,Hector,2019,Sharp 1.5,Petrol,40642,"Nagarjuna Hills, Hyderabad",1200000,Home Test Drive
53,MG Hector Sharp Pro,MG,Hector,2023,Sharp Pro,Petrol,27000,"Nagarjuna Hills, Hyderabad",1750000,Home Test Drive
54,MG Astor Savvy 1.5,MG,Astor,2022,Savvy 1.5,Petrol,16891,"Nagarjuna Hills, Hyderabad",1350000,Home Test Drive
55,Mahindra XUV500 W11 AT,Mahindra,XUV500,2018,W11 AT,Diesel,155785,"Uppal, Hyderabad",1150000,Home Test Drive
56,MG Hector Plus Sharp,MG,Hector,2023,Plus Sharp,Diesel,35184,"Nagarjuna Hills, Hyderabad",1770000,Great Price
57,Tata Tiago Revotron XZA,Tata,Tiago,2019,Revotron XZA,Petrol,43133,"Hankimpet, Hyderabad",477000,Home Test Drive
58,MG Hector Plus Sharp,MG,Hector,2021,Plus Sharp,Petrol,64908,"Nagarjuna Hills, Hyderabad",1400000,Home Test Drive
59,MG Astor Sharp 1.5,MG,Astor,2022,Sharp 1.5,Petrol,34129,"Nagarjuna Hills, Hyderabad",1230000,Home Test Drive
60,MG Hector Sharp Pro,MG,Hector,2024,Sharp Pro,Petrol,6350,"Nagarjuna Hills, Hyderabad",2050000,Great Price
61,Honda Mobilio RS(O) Diesel,Honda,Mobilio,2016,RS(O) Diesel,Diesel,134181,"Nagarjuna Hills, Hyderabad",460000,Home Test Drive
62,Volkswagen Vento Highline Diesel,Volkswagen,Vento,2016,Highline Diesel,Diesel,80365,"Uppal, Hyderabad",600000,Home Test Drive
63,Maruti Suzuki Celerio ZXi,Maruti,Suzuki,2015,Celerio ZXi,Petrol,94084,"Nagarjuna Hills, Hyderabad",300000,Home Test Drive
64,Nissan Micra Active XV,Nissan,Micra,2016,Active XV,Petrol,38916,"Nagarjuna Hills, Hyderabad",450000,Home Test Drive
65,Maruti Suzuki Baleno Alpha,Maruti,Suzuki,2022,Baleno Alpha,Petrol,28700,"Nagarjuna Hills, Hyderabad",800000,Home Test Drive
66,Hyundai Creta SX Plus,Hyundai,Creta,2016,SX Plus,Petrol,79766,"Jubilee Hills, Hyderabad",778000,Home Test Drive
67,Nissan Terrano XL (D),Nissan,Terrano,2016,XL (D),Diesel,103000,"Uppal, Hyderabad",545000,Home Test Drive
68,Renault Kwid CLIMBER 1.0,Renault,Kwid,2019,CLIMBER 1.0,Petrol,36855,"Jubilee Hills, Hyderabad",408000,Home Test Drive
69,Hyundai i20 Asta 1.0,Hyundai,i20,2021,Asta 1.0,Petrol,50272,"Nagarjuna Hills, Hyderabad",750000,Home Test Drive
70,Toyota Vellfire VIP –,Toyota,Vellfire,2023,VIP –,Hybrid,40377,"Madhapur, Hyderabad",11000000,Home Test Drive
71,MINI Cooper 1.6,MINI,Cooper,2013,1.6,Petrol,71331,"Madhapur, Hyderabad",1500000,Home Test Drive
72,Jaguar XF 3.0 V6,Jaguar,XF,2014,3.0 V6,Diesel,77205,"Madhapur, Hyderabad",1850000,Home Test Drive
73,Volkswagen Tiguan Comfortline TDI,Volkswagen,Tiguan,2018,Comfortline TDI,Diesel,68819,"Madhapur, Hyderabad",1950000,Home Test Drive
74,BMW X1 sDrive20d xLine,BMW,X1,2019,sDrive20d xLine,Diesel,58803,"Madhapur, Hyderabad",2900000,Home Test Drive
75,Mercedes-Benz GLC 220 d,Mercedes-Benz,GLC,2017,220 d,Diesel,110337,"Madhapur, Hyderabad",2900000,Home Test Drive
76,BMW X7 xDrive30d DPE,BMW,X7,2021,xDrive30d DPE,Diesel,73934,"Madhapur, Hyderabad",9500000,Just Arrived
77,MINI Countryman Cooper S,MINI,Countryman,2019,Cooper S,Petrol,25396,"Madhapur, Hyderabad",3000000,Home Test Drive
78,Maruti Suzuki Vitara Brezza,Maruti,Suzuki,2016,Vitara Brezza,Diesel,73798,"Madhapur, Hyderabad",850000,Home Test Drive
79,Maruti Suzuki Swift VXi,Maruti,Suzuki,2017,Swift VXi,Petrol,37333,"Madhapur, Hyderabad",550000,Home Test Drive
80,MINI Countryman Cooper S,MINI,Countryman,2019,Cooper S,Petrol,25396,"Madhapur, Hyderabad",3000000,Just Arrived
81,Maruti Suzuki Vitara Brezza,Maruti,Suzuki,2016,Vitara Brezza,Diesel,73798,"Madhapur, Hyderabad",850000,Home Test Drive
82,Maruti Suzuki Swift VXi,Maruti,Suzuki,2017,Swift VXi,Petrol,37333,"Madhapur, Hyderabad",550000,Home Test Drive
83,Mercedes-Benz C-Class C 220,Mercedes-Benz,C-Class,2020,C 220,Diesel,47191,"Madhapur, Hyderabad",3900000,Just Arrived
84,Hyundai Creta SX 1.5,Hyundai,Creta,2021,SX 1.5,Petrol,35599,"Madhapur, Hyderabad",1500000,Home Test Drive
85,Kia Carnival Limousine Plus,Kia,Carnival,2020,Limousine Plus,Diesel,40269,"Madhapur, Hyderabad",3200000,Home Test Drive
86,Toyota Vellfire VIP –,Toyota,Vellfire,2023,VIP –,Hybrid,40377,"Madhapur, Hyderabad",11000000,Just Arrived
87,Mercedes-Benz GLS 400d 4MATIC,Mercedes-Benz,GLS,2023,400d 4MATIC,Diesel,9500,"Attapur, Hyderabad",13500000,Just Arrived
88,Mercedes-Benz GLC 220 d,Mercedes-Benz,GLC,2018,220 d,Diesel,126500,"Attapur, Hyderabad",2750000,Home Test Drive
89,MG Astor Savvy 1.5,MG,Astor,2023,Savvy 1.5,Petrol,19762,"Nagarjuna Hills, Hyderabad",1399999,Home Test Drive
90,Land Rover Range Rover,Land,Rover,2019,Range Rover,Diesel,86000,"Attapur, Hyderabad",12500000,Home Test Drive
91,MG Astor Savvy 1.3,MG,Astor,2021,Savvy 1.3,Petrol,52862,"Nagarjuna Hills, Hyderabad",1150000,Home Test Drive
92,Maruti Suzuki Baleno Alpha,Maruti,Suzuki,2016,Baleno Alpha,Petrol,60640,A P E,530000,Home Test Drive
93,Tata Tiago Revotron XZ,Tata,Tiago,2019,Revotron XZ,Petrol,71522,"Old MLA Quarters,",401000,Home Test Drive
94,Land Rover Range Rover,Land,Rover,2018,Range Rover,Diesel,115130,"Madhapur, Hyderabad",6200000,Home Test Drive
95,Mahindra XUV500 W5 [2018-2020],Mahindra,XUV500,2020,W5 [2018-2020],Diesel,25774,"L B Nagar,",1122000,Home Test Drive
96,Maruti Suzuki Baleno Alpha,Maruti,Suzuki,2017,Baleno Alpha,Petrol,47054,"Nagarjuna Hills, Hyderabad",530000,Home Test Drive
97,Maruti Suzuki Ciaz Alpha,Maruti,Suzuki,2022,Ciaz Alpha,Petrol,26315,"Bellavista, Hyderabad",954000,Home Test Drive
98,Maruti Suzuki Ciaz Alpha,Maruti,Suzuki,2018,Ciaz Alpha,Diesel,70175,"Bellavista, Hyderabad",817000,Home Test Drive
99,Audi A4 2.0 TDI,Audi,A4,2012,2.0 TDI,Diesel,84163,"Madhapur, Hyderabad",1200000,Home Test Drive
100,Mahindra XUV700 AX 5,Mahindra,XUV700,2022,AX 5,Petrol,29992,"L B Nagar,",1755000,Home Test Drive
101,MG Hector Sharp 1.5,MG,Hector,2022,Sharp 1.5,Petrol,35774,"L B Nagar,",1425000,Home Test Drive
102,Honda Jazz V AT,Honda,Jazz,2017,V AT,Petrol,67385,"L B Nagar,",588000,Home Test Drive
103,Toyota Innova Crysta 2.8,Toyota,Innova,2019,Crysta 2.8,Diesel,163994,"Uppal, Hyderabad",1785000,Home Test Drive
104,Honda Jazz V AT,Honda,Jazz,2017,V AT,Petrol,67385,"L B Nagar,",588000,Home Test Drive
105,Mahindra XUV700 AX 5,Mahindra,XUV700,2022,AX 5,Petrol,29992,"L B Nagar,",1755000,Home Test Drive
106,MG Hector Sharp 1.5,MG,Hector,2022,Sharp 1.5,Petrol,35774,"L B Nagar,",1425000,Just Arrived
107,Toyota Innova Crysta 2.8,Toyota,Innova,2019,Crysta 2.8,Diesel,163994,"Uppal, Hyderabad",1785000,Just Arrived
108,MG ZS EV Exclusive,MG,ZS,2022,EV Exclusive,Electric,55582,"Nagarjuna Hills, Hyderabad",1500000,Home Test Drive
109,MG Hector Sharp 1.5,MG,Hector,2021,Sharp 1.5,Petrol,40334,"Nagarjuna Hills, Hyderabad",1400000,Just Arrived
110,MG Hector Sharp 1.5,MG,Hector,2021,Sharp 1.5,Petrol,30190,"Nagarjuna Hills, Hyderabad",1400000,Just Arrived
111,Maruti Suzuki Jimny Zeta,Maruti,Suzuki,2023,Jimny Zeta,Petrol,5660,"Madhapur, Hyderabad",1400000,Just Arrived
112,Toyota Innova Hycross VX,Toyota,Innova,2023,Hycross VX,Hybrid,16286,"Madhapur, Hyderabad",3200000,Home Test Drive
113,BMW X3 xDrive 30d,BMW,X3,2016,xDrive 30d,Diesel,70152,"Madhapur, Hyderabad",2900000,Just Arrived
114,Tata Tiago Revotron XZA,Tata,Tiago,2019,Revotron XZA,Petrol,29294,"L B Nagar,",574000,Home Test Drive
115,Maruti Suzuki XL6 Alpha,Maruti,Suzuki,2022,XL6 Alpha,Petrol,42504,"Madhapur, Hyderabad",1300000,Home Test Drive
116,Jeep Compass Sport 1.4,Jeep,Compass,2018,Sport 1.4,Petrol,37580,"Nagarjuna Hills, Hyderabad",1040000,Home Test Drive
117,Maruti Suzuki Brezza VXi,Maruti,Suzuki,2024,Brezza VXi,Petrol,3760,"Madhapur, Hyderabad",1150000,Home Test Drive
118,MG Hector Plus Sharp,MG,Hector,2020,Plus Sharp,Diesel,95469,"Nagarjuna Hills, Hyderabad",1250000,Home Test Drive
119,MG Hector Sharp Pro,MG,Hector,2023,Sharp Pro,Petrol,34552,"Nagarjuna Hills, Hyderabad",1699999,Just Arrived
120,BMW 3 Series 320d,BMW,3,2012,Series 320d,Diesel,110796,"Madhapur, Hyderabad",1200000,Home Test Drive
121,Mercedes-Benz C-Class 220 CDI,Mercedes-Benz,C-Class,2008,220 CDI,Petrol,190941,"Madhapur, Hyderabad",750000,Just Arrived
122,Maruti Suzuki Dzire VXi,Maruti,Suzuki,2019,Dzire VXi,Petrol,69782,"Hankimpet, Hyderabad",536000,Just Arrived
123,Toyota Fortuner 3.0 4x4,Toyota,Fortuner,2015,3.0 4x4,Diesel,215415,"Madhapur, Hyderabad",1700000,Home Test Drive
124,MG Hector Sharp 2.0,MG,Hector,2019,Sharp 2.0,Diesel,84959,"Nagarjuna Hills, Hyderabad",1200000,Just Arrived
125,MG Hector Sharp 2.0,MG,Hector,2021,Sharp 2.0,Diesel,77238,"Nagarjuna Hills, Hyderabad",1200000,Just Arrived
126,Jaguar XF Portfolio Diesel,Jaguar,XF,2016,Portfolio Diesel,Diesel,92214,"Madhapur, Hyderabad",2300000,Just Arrived
127,Hyundai Creta SX (O),Hyundai,Creta,2021,SX (O),Diesel,82696,"Madhapur, Hyderabad",1700000,Just Arrived
128,MG Hector Sharp 2.0,MG,Hector,2019,Sharp 2.0,Diesel,84959,"Nagarjuna Hills, Hyderabad",1200000,Just Arrived
129,MG Hector Sharp 2.0,MG,Hector,2021,Sharp 2.0,Diesel,77238,"Nagarjuna Hills, Hyderabad",1200000,Just Arrived
130,Jaguar XF Portfolio Diesel,Jaguar,XF,2016,Portfolio Diesel,Diesel,92214,"Madhapur, Hyderabad",2300000,Home Test Drive
131,Hyundai Creta SX (O),Hyundai,Creta,2021,SX (O),Diesel,82696,"Madhapur, Hyderabad",1700000,Home Test Drive
132,Skoda Octavia 1.8 TSI,Skoda,Octavia,2018,1.8 TSI,Petrol,65756,"Madhapur, Hyderabad",1750000,Home Test Drive
133,MG Gloster Savvy 6,MG,Gloster,2020,Savvy 6,Diesel,63809,"Madhapur, Hyderabad",2950000,Home Test Drive
134,Toyota Innova Crysta ZX,Toyota,Innova,2021,Crysta ZX,Diesel,44726,"Madhapur, Hyderabad",2650000,Home Test Drive
135,Maruti Suzuki Dzire ZXi,Maruti,Suzuki,2020,Dzire ZXi,Petrol,51225,"L B Nagar,",688000,Home Test Drive
136,Maruti Suzuki Ciaz VXi+,Maruti,Suzuki,2016,Ciaz VXi+,Petrol,37888,"Hankimpet, Hyderabad",606000,Home Test Drive
137,Hyundai Venue S 1.2,Hyundai,Venue,2022,S 1.2,Petrol,27322,"Hankimpet, Hyderabad",735000,Home Test Drive
138,Tata Nexon XZ Plus,Tata,Nexon,2021,XZ Plus,Petrol,55989,"Hankimpet, Hyderabad",760000,Home Test Drive
139,Tata Nexon XZA Plus,Tata,Nexon,2021,XZA Plus,Petrol,35385,"Hankimpet, Hyderabad",816000,Home Test Drive
140,Tata Tiago Revotron XZA,Tata,Tiago,2020,Revotron XZA,Petrol,37398,"L B Nagar,",596000,Home Test Drive
141,Tata Tiago Revotron XZA,Tata,Tiago,2020,Revotron XZA,Petrol,76100,A P E,523000,Home Test Drive
142,Tata Nexon XM,Tata,Nexon,2018,XM,Petrol,33875,"L B Nagar,",646000,Home Test Drive
143,Nissan Magnite XV Premium,Nissan,Magnite,2021,XV Premium,Petrol,23462,A P E,791200,Home Test Drive
144,Ford EcoSport Titanium +,Ford,EcoSport,2021,Titanium +,Diesel,21933,"L B Nagar,",1036000,Home Test Drive
145,Hyundai Grand i10 Nios,Hyundai,Grand,2021,i10 Nios,Petrol,55902,"L B Nagar,",659100,Home Test Drive
146,Tata Nexon XMA Petrol,Tata,Nexon,2019,XMA Petrol,Petrol,79029,"Hankimpet, Hyderabad",680000,Home Test Drive
147,Maruti Suzuki Ciaz Delta,Maruti,Suzuki,2017,Ciaz Delta,Petrol,52946,A P E,547000,Home Test Drive
148,Tata Tiago Revotron XZA,Tata,Tiago,2022,Revotron XZA,Petrol,47680,"Hankimpet, Hyderabad",617000,Home Test Drive
149,Kia Sonet HTK Plus,Kia,Sonet,2021,HTK Plus,Diesel,61859,"L B Nagar,",993000,Home Test Drive
150,Kia Carens Premium 1.4,Kia,Carens,2022,Premium 1.4,Petrol,35300,"L B Nagar,",952000,Home Test Drive
151,Tata Nexon XZ Plus,Tata,Nexon,2022,XZ Plus,Petrol,73120,"Old MLA Quarters,",879000,Home Test Drive
152,Tata Nexon XZ Plus,Tata,Nexon,2021,XZ Plus,Petrol,55989,"Hankimpet, Hyderabad",760000,Home Test Drive
153,Hyundai Venue S 1.2,Hyundai,Venue,2022,S 1.2,Petrol,27322,"Hankimpet, Hyderabad",735000,Home Test Drive
154,Ford EcoSport Titanium +,Ford,EcoSport,2021,Titanium +,Diesel,21933,"L B Nagar,",1036000,Home Test Drive
155,Kia Seltos HTK Plus,Kia,Seltos,2021,HTK Plus,Petrol,45294,"L B Nagar,",1022000,Home Test Drive
156,Maruti Suzuki Ciaz Delta,Maruti,Suzuki,2017,Ciaz Delta,Petrol,52946,A P E,547000,Home Test Drive
157,Tata Tiago Revotron XZA,Tata,Tiago,2022,Revotron XZA,Petrol,47680,"Hankimpet, Hyderabad",617000,Home Test Drive
158,Hyundai Venue SX 1.0,Hyundai,Venue,2021,SX 1.0,Petrol,57341,A P E,771000,Home Test Drive
159,Hyundai Grand i10 Nios,Hyundai,Grand,2021,i10 Nios,Petrol,55902,"L B Nagar,",659100,Home Test Drive
160,Tata Nexon XMA Petrol,Tata,Nexon,2019,XMA Petrol,Petrol,79029,"Hankimpet, Hyderabad",680000,Home Test Drive
161,Kia Sonet HTK Plus,Kia,Sonet,2021,HTK Plus,Diesel,61859,"L B Nagar,",993000,Home Test Drive
162,Ford EcoSport Titanium 1.5L,Ford,EcoSport,2021,Titanium 1.5L,Petrol,47640,"Hankimpet, Hyderabad",821000,Home Test Drive
163,Maruti Suzuki Dzire VXi,Maruti,Suzuki,2019,Dzire VXi,Petrol,69782,A P E,536000,Home Test Drive
164,Tata Nexon XZA Plus,Tata,Nexon,2018,XZA Plus,Diesel,52978,"Hankimpet, Hyderabad",811000,Home Test Drive
